adview,views,likes,dislikes,comment,year,day_of_week,month,day,week_number,season,quarter,part_of_month
1,87138,1993,173,296,2014,5,12,6,49,0,3,0
1,545035,629,170,44,2015,5,12,26,52,0,3,2
9,2312663,3005,217,266,2011,1,5,3,18,1,1,0
65606,167397,521,83,120,2016,4,5,20,20,1,1,1
7,2304242,1182,426,81,2016,5,4,2,13,1,1,0
8,314412,3782,79,1758,2016,4,9,23,38,3,2,2
5306,13395,28,2,0,2015,4,2,13,7,0,0,1
2,112054,91,11,6,2015,1,5,5,19,1,1,0
31,32330987,11537,5284,982,2014,2,10,8,41,3,3,0
3,475094,1863,170,169,2016,5,11,26,47,3,3,2
4,1384088,2385,871,525,2013,0,4,15,16,1,1,1
1,1359,3,1,0,2013,4,5,10,19,1,1,0
1,76977,707,50,154,2015,2,9,23,39,3,2,2
188474,191674,11,3,0,2016,2,6,29,26,2,1,2
5,88713,176,12,1,2014,0,3,3,10,1,0,0
1,2862,61,0,6,2015,2,7,8,28,2,2,0
11,184790,1270,75,129,2016,2,8,10,32,2,2,0
1,303067,1428,74,562,2016,5,8,27,34,2,2,2
10,5180151,28331,12485,15715,2016,6,2,7,5,0,0,0
2,21606,71,6,28,2013,2,6,5,23,2,1,0
1,51888,302,13,55,2014,6,11,23,47,3,3,2
4,27197,28,12,0,2013,1,7,30,31,2,2,2
33,485235,167,71,14,2012,3,8,16,33,2,2,1
1,27917,21,95,35,2015,4,3,20,12,1,0,1
2,684310,609,254,149,2015,0,2,2,6,0,0,0
1,60152,126,2,75,2007,2,12,12,50,0,3,1
2,19197,126,4,2,2016,6,1,24,3,0,0,2
1,927618,7618,840,3426,2012,0,5,28,22,1,1,2
1,32694,52,10,19,2016,4,5,20,20,1,1,1
10,905830,5244,208,751,2013,6,11,10,45,3,3,0
2,1732873,7501,211,128,2016,2,8,17,33,2,2,1
1,5296,4,4,1,2013,1,5,7,19,1,1,0
2,48853,65,2,8,2011,4,6,24,25,2,1,2
1,341397,459,102,35,2016,5,2,13,6,0,0,1
1,44741,38,2,2,2015,1,2,10,7,0,0,0
4,106608,131,7,5,2013,0,7,1,27,2,2,0
4,1497974,7130,782,388,2015,6,7,26,30,2,2,2
33,741984,1004,285,197,2013,4,10,18,42,3,3,1
1,126486,951,163,691,2017,2,3,8,10,1,0,0
1,41670,1712,10,120,2016,0,1,18,3,0,0,1
14,9599259,34444,4973,4565,2016,4,4,1,13,1,1,0
2020,2958,86,1,26,2016,3,6,16,24,2,1,1
1,7720,46,7,38,2012,3,8,23,34,2,2,2
1,528067,925,60,149,2007,4,5,18,20,1,1,1
15,1269242,11083,395,794,2016,2,7,13,28,2,2,1
1,9086392,5303,3164,471,2016,0,10,3,40,3,3,0
7,1415327,3581,523,97,2012,2,4,4,14,1,1,0
5,590210,5126,103,423,2015,2,12,2,49,0,3,0
26600,28911,F,F,0,2016,2,4,27,17,1,1,2
1,15167,70,5,3,2013,3,6,6,23,2,1,0
1,1569351,8010,831,248,2015,5,7,18,29,2,2,1
1,48975,84,35,6,2016,2,1,20,3,0,0,1
6,453348,1074,78,105,2016,6,2,21,7,0,0,2
1,1061846,3323,40,97,2015,4,7,10,28,2,2,0
7,236162,449,40,32,2011,2,9,7,36,3,2,0
4,390416,329,144,19,2015,1,6,16,25,2,1,1
1,198254,1026,106,140,2016,3,9,15,37,3,2,1
2,59762,170,15,81,2013,3,12,12,50,0,3,1
2,1572690,2355,1406,200,2017,1,1,31,5,0,0,2
12882,438723,9499,87,158,2015,3,7,9,28,2,2,0
1,35403,326,9,18,2016,1,9,6,36,3,2,0
5681,28022,296,24,91,2016,0,11,7,45,3,3,0
6690,12756,27,0,0,2015,0,5,18,21,1,1,1
1,2293810,8771,495,271,2014,4,7,11,28,2,2,1
192,94269,134,22,11,2014,4,4,11,15,1,1,1
9,153122,548,28,55,2013,1,7,23,30,2,2,2
11,1210582,1086,298,57,2014,0,4,21,17,1,1,2
1,1175314,6037,811,1136,2016,6,12,4,48,0,3,0
16,1190940,1466,773,836,2013,0,6,17,25,2,1,1
2,175198,87,60,58,2013,1,3,26,13,1,0,2
1,610,0,0,0,2013,3,10,17,42,3,3,1
186,389311,1090,109,447,2015,4,10,30,44,3,3,2
4,737617,7855,561,1133,2016,3,7,21,29,2,2,2
2,20747,59,4,7,2014,3,4,24,17,1,1,2
1,1123510,3394,656,1168,2015,1,2,17,8,0,0,1
1,611894,443,175,50,2015,2,12,16,51,0,3,1
1,250547,598,168,89,2011,3,2,3,5,0,0,0
1,104445,249,34,77,2016,0,9,26,39,3,2,2
1,4473,20,4,0,2016,0,7,4,27,2,2,0
9,359,1,0,0,2016,4,4,15,15,1,1,1
1,52762,138,7,10,2014,4,10,3,40,3,3,0
1,277653,1290,129,107,2013,0,9,9,37,3,2,0
1,7965,13,15,5,2015,6,7,12,28,2,2,1
2,850034,1997,149,577,2015,2,12,9,50,0,3,0
4,512260,F,F,70,2011,0,4,18,16,1,1,1
6,828238,970,288,109,2011,3,4,21,16,1,1,2
1,121459,350,37,37,2013,0,3,25,13,1,0,2
1,41693,517,4,12,2015,0,10,26,44,3,3,2
4,470668,4420,323,2379,2016,6,9,18,37,3,2,1
1,428571,1385,131,114,2015,6,7,12,28,2,2,1
2,173279,1588,30,185,2016,3,11,3,44,3,3,0
3,498731,677,105,47,2015,4,12,25,52,0,3,2
3,362435,3796,147,354,2016,6,8,28,34,2,2,2
1,56756,572,38,30,2015,6,12,13,50,0,3,1
141,733821,736,82,46,2011,2,11,2,44,3,3,0
7,349628,1167,57,41,2013,0,12,30,1,0,3,2
1,1011,2,0,0,2014,0,11,3,45,3,3,0
1,401064,5391,485,1066,2014,6,7,20,29,2,2,1
2,1829,7,1,0,2016,6,8,7,31,2,2,0
2,41234,78,40,5,2016,3,1,28,4,0,0,2
1,80240,87,20,4,2012,3,8,2,31,2,2,0
4,56527,236,37,54,2013,5,1,19,3,0,0,1
2,715884,479,151,92,2015,0,7,20,30,2,2,1
2,321485,4832,53,541,2014,4,11,14,46,3,3,1
14,295374,265,20,12,2011,1,11,8,45,3,3,0
3,92245,512,11,13,2016,1,7,26,30,2,2,2
1,247411,1230,25,62,2014,1,5,27,22,1,1,2
1,160746,124,21,6,2015,4,2,6,6,0,0,0
7,31689,120,12,11,2014,5,3,29,13,1,0,2
3,1119030,6779,240,1028,2015,6,5,24,21,1,1,2
2,38693,606,71,1006,2016,2,5,11,19,1,1,1
458,1574,2,2,0,2016,4,10,14,41,3,3,1
1,230320,127,67,0,2016,6,5,29,21,1,1,2
3,1755068,4933,812,1145,2017,4,1,13,2,0,0,1
1,113020,428,8,76,2016,5,3,26,12,1,0,2
3,345596,469,262,25,2016,0,5,16,20,1,1,1
1,13085,13,8,0,2015,3,10,15,42,3,3,1
16326,21926,51,4,3,2015,2,11,4,45,3,3,0
3,65763,139,2,20,2015,6,5,3,18,1,1,0
1,28334,433,66,251,2016,5,8,20,33,2,2,1
1,49044,203,4,58,2013,3,9,19,38,3,2,1
3,582022,711,134,22,2014,4,11,28,48,3,3,2
18,139101,558,30,51,2016,0,6,27,26,2,1,2
2,241438,419,78,241,2016,3,6,2,22,2,1,0
7,262509,646,27,114,2009,5,4,18,16,1,1,1
2,3107255,15642,1849,1006,2017,6,3,5,9,1,0,0
1,177025,3061,266,607,2016,1,1,12,2,0,0,1
4,84323,96,32,28,2016,0,8,29,35,2,2,2
1,20245,168,7,11,2016,4,3,18,11,1,0,1
1,23321,38,9,3,2014,3,11,20,47,3,3,1
1,214112,1558,127,443,2013,3,10,24,43,3,3,2
1,457086,3346,356,219,2016,4,11,25,47,3,3,2
2,159401,516,40,548,2014,4,12,5,49,0,3,0
16,14512386,84129,3907,2111,2014,0,5,12,20,1,1,1
1,85632,78,51,12,2014,5,12,27,52,0,3,2
1,12927,490,78,131,2011,3,7,21,29,2,2,2
7,1527786,6105,1263,538,2015,4,8,21,34,2,2,2
23,310458,304,84,54,2014,2,4,2,14,1,1,0
13,991164,2919,636,436,2014,4,1,24,4,0,0,2
15,401363,1319,180,108,2014,2,3,26,13,1,0,2
2,135993,657,43,144,2015,0,7,6,28,2,2,0
1,49,0,0,0,2016,3,1,7,1,0,0,0
40,504969,217,88,5,2013,6,10,20,42,3,3,1
2,13485,F,F,5,2016,5,8,27,34,2,2,2
1,182549,1888,22,163,2016,3,5,12,19,1,1,1
1,46390,88,30,11,2015,0,8,10,33,2,2,0
20,9308,152,1,2,2016,6,11,13,45,3,3,1
2,135186,1902,149,90,2016,2,6,29,26,2,1,2
3,430338,2460,92,122,2015,1,12,15,51,0,3,1
2,350582,237,78,20,2012,1,5,8,19,1,1,0
15,531713,592,147,81,2013,2,3,13,11,1,0,1
18,425138,451,56,46,2013,2,1,9,2,0,0,0
1,248340,256,69,14,2015,4,8,28,35,2,2,2
1,24302,382,9,133,2017,1,3,7,10,1,0,0
2,269392,618,50,67,2016,4,5,13,19,1,1,1
41,241481,111,30,5,2012,3,10,11,41,3,3,1
1,10991,294,5,15,2016,5,11,12,45,3,3,1
1,98852,169,5,7,2011,5,3,19,11,1,0,1
10,96527,214,30,24,2012,4,12,28,52,0,3,2
1,864421,1068,145,88,2015,4,5,22,21,1,1,2
2,331,2,0,0,2016,1,2,23,8,0,0,2
2094,2711,8,0,5,2016,3,6,16,24,2,1,1
1,31880,355,84,107,2016,3,8,25,34,2,2,2
2,1164,6,1,0,2016,4,4,29,17,1,1,2
29,1999972,10858,892,794,2016,4,8,5,31,2,2,0
1,743185,2482,402,45,2017,4,1,27,4,0,0,2
1,44218,96,12,8,2012,3,6,21,25,2,1,2
1,139032,1061,10,37,2015,0,11,30,49,3,3,2
16,5380981,13648,1350,1504,2015,4,11,20,47,3,3,1
34,253819,1699,104,433,2015,1,6,9,24,2,1,0
1,507747,2378,70,676,2016,2,5,11,19,1,1,1
1,263550,351,156,35,2016,1,3,29,13,1,0,2
1,85325,290,9,14,2015,1,3,31,14,1,0,2
2,2520,8,1,2,2016,2,9,7,36,3,2,0
1,32681,197,6,139,2016,1,6,28,26,2,1,2
2,855771,2898,660,405,2016,3,3,17,11,1,0,1
22,212159,377,60,298,2016,3,1,7,1,0,0,0
1,319137,1260,29,159,2015,2,4,8,15,1,1,0
33,268416,11070,95,651,2014,5,11,8,45,3,3,0
53,4818838,15133,1224,767,2012,3,6,7,23,2,1,0
1,278997,301,95,7,2015,2,4,22,17,1,1,2
1,4148550,34261,1518,2810,2014,3,10,30,44,3,3,2
3,2527806,2536,457,147,2016,2,4,20,16,1,1,1
2,40906,70,6,31,2011,1,6,21,25,2,1,2
13,326202,632,48,60,2010,4,3,19,11,1,0,1
2,171677,2189,26,194,2016,0,8,15,33,2,2,1
1,238368,411,32,6,2016,4,2,26,8,0,0,2
493,1089,9,1,0,2016,6,3,13,10,1,0,1
1,47877,155,3,36,2010,0,4,5,14,1,1,0
1,80043,1712,22,253,2015,5,11,14,46,3,3,1
2,25474,21,5,0,2014,2,2,12,7,0,0,1
1,31648,39,10,8,2012,5,5,26,21,1,1,2
3,2631293,3531,2161,1073,2015,2,5,13,20,1,1,1
1,325662,1713,39,764,2015,1,11,10,46,3,3,0
5,514764,1677,61,441,2015,3,7,16,29,2,2,1
1,53408,240,16,46,2014,3,1,30,5,0,0,2
16126,48791,530,19,21,2016,0,4,11,15,1,1,1
1,129959,94,26,12,2012,1,12,18,51,0,3,1
4,44000,106,7,13,2015,3,4,16,16,1,1,1
28005,52209,191,7,9,2015,4,12,11,50,0,3,1
2,43798,54,3,5,2009,0,11,2,45,3,3,0
142,46204,116,15,123,2016,5,5,7,18,1,1,0
4,2728603,11289,2530,1263,2016,1,9,27,39,3,2,2
2,785,8,6,3,2014,5,5,3,18,1,1,0
69,2441307,2175,406,88,2010,0,5,10,19,1,1,0
1,1018511,5702,253,240,2015,1,9,15,38,3,2,1
1,875,3,0,0,2016,3,8,4,31,2,2,0
2,1173360,2323,409,760,2014,6,9,21,38,3,2,2
2,24289,50,10,15,2014,3,10,16,42,3,3,1
1,274480,164,62,3,2016,4,3,4,9,1,0,0
1,6548,1,1,0,2014,0,1,13,3,0,0,1
6,68729,337,25,24,2013,4,3,8,10,1,0,0
3,307852,409,77,239,2016,5,2,27,8,0,0,2
2,922217,2696,379,235,2016,3,7,21,29,2,2,2
1,883518,15664,223,1475,2016,2,11,23,47,3,3,2
1,193975,1833,246,325,2015,5,1,24,4,0,0,2
1,695256,9242,381,976,2016,2,11,30,48,3,3,2
7,590775,544,179,169,2011,2,10,12,41,3,3,1
13,197037,840,59,213,2012,0,10,29,44,3,3,2
1,148276,972,20,31,2015,3,10,1,40,3,3,0
1,162703,169,9,3,2015,0,6,15,25,2,1,1
7,53167,79,5,7,2013,2,11,20,47,3,3,1
2,580484,1198,68,40,2014,5,5,31,22,1,1,2
1,978538,1143,315,168,2016,4,10,21,42,3,3,2
3,89933,566,101,119,2013,2,4,17,16,1,1,1
2,1251962,7829,524,F,2014,2,10,15,42,3,3,1
1,55930,428,106,17,2015,3,5,14,20,1,1,1
1,25790,85,5,2,2010,6,11,28,47,3,3,2
2,30050,29,5,2,2015,5,7,4,27,2,2,0
1,33371,97,1,24,2007,6,5,6,18,1,1,0
2,159778,93,55,24,2013,3,5,16,20,1,1,1
1,106965,70,28,4,2016,3,3,17,11,1,0,1
1,147491,549,13,43,2015,6,5,31,22,1,1,2
1108,856519,1724,234,807,2016,4,1,22,3,0,0,2
1,3022,31,0,12,2014,0,4,28,18,1,1,2
1,28851,96,16,13,2013,2,8,14,33,2,2,1
6465,10838,56,3,1,2014,2,12,3,49,0,3,0
1,232105,361,26,6,2014,1,10,14,42,3,3,1
1,454707,1925,75,197,2011,0,10,17,42,3,3,1
1,271821,913,28,94,2011,6,9,4,35,3,2,0
14,90876,369,8,94,2011,2,5,18,20,1,1,1
1,46478,133,5,13,2014,6,4,20,16,1,1,1
3,6085903,22402,1740,1147,2014,6,6,22,25,2,1,2
1,238786,530,36,447,2006,4,11,10,45,3,3,0
1,218856,233,83,12,2016,5,4,2,13,1,1,0
1,43312,178,6,11,2013,6,8,4,31,2,2,0
79,993754,1866,202,67,2014,5,3,29,13,1,0,2
2,1132337,1948,347,89,2013,2,5,29,22,1,1,2
2,113931,251,15,15,2016,3,6,16,24,2,1,1
1,2737,4,0,0,2013,1,12,3,49,0,3,0
20,105301,311,9,25,2012,5,11,10,45,3,3,0
1,69732,2031,18,254,2016,3,8,4,31,2,2,0
4,41018,149,21,14,2013,1,6,18,25,2,1,1
43534,561709,4725,270,195,2014,3,11,20,47,3,3,1
1,165782,199,80,91,2009,6,4,5,14,1,1,0
10,6678,13,0,1,2016,3,10,13,41,3,3,1
6,740611,5623,292,707,2016,4,9,16,37,3,2,1
1,145052,378,9,23,2012,0,2,6,6,0,0,0
3,36959,170,10,15,2012,0,4,16,16,1,1,1
5,506394,4269,157,687,2016,2,2,3,5,0,0,0
2,150132,500,72,293,2010,6,2,14,6,0,0,1
16,326878,1225,136,98,2014,5,6,28,26,2,1,2
1,167301,339,48,25,2016,6,8,28,34,2,2,2
1,2525029,39100,487,4126,2013,5,10,5,40,3,3,0
17,9863333,10491,1078,995,2014,1,7,22,30,2,2,2
1,121957,900,58,224,2016,0,9,5,36,3,2,0
1,691397,665,147,62,2016,5,2,6,5,0,0,0
2,247879,542,62,93,2014,5,6,7,23,2,1,0
1,162714,160,23,57,2013,1,7,23,30,2,2,2
2,615209,2383,118,83,2015,2,12,23,52,0,3,2
295,1818542,2211,194,146,2011,0,10,17,42,3,3,1
9,111505,410,36,40,2013,5,4,6,14,1,1,0
4835,1040494,2773,271,179,2014,2,1,15,3,0,0,1
3,1859045,8182,180,380,2014,0,10,20,43,3,3,1
1,480644,1773,555,1189,2016,4,4,1,13,1,1,0
5370,5771,3,0,0,2016,0,5,16,20,1,1,1
2,234548,217,24,4,2014,5,9,13,37,3,2,1
4,208582,553,28,19,2012,0,3,19,12,1,0,1
4,596300,755,135,514,2016,5,2,27,8,0,0,2
99,1615532,1480,300,83,2009,4,7,17,29,2,2,1
2,20225,309,4,83,2015,0,12,7,50,0,3,0
1056,409889,1880,286,326,2014,4,11,28,48,3,3,2
2,73506,622,29,33,2016,2,6,22,25,2,1,2
1,859,6,0,0,2014,2,4,16,16,1,1,1
2,2175401,1336,817,83,2015,2,2,11,7,0,0,1
2,53823,167,17,20,2016,0,8,8,32,2,2,0
7,676017,1287,656,422,2016,6,9,18,37,3,2,1
1,1115381,908,238,87,2015,4,10,9,41,3,3,0
7,126345,130,42,27,2013,1,1,22,4,0,0,2
4,1760435,2084,864,433,2016,0,8,15,33,2,2,1
10003,23261,133,0,29,2016,6,7,31,30,2,2,2
4,572682,1572,335,119,2013,6,9,29,39,3,2,2
1,66283,192,14,113,2010,0,3,29,13,1,0,2
1,703210,1506,178,39,2015,5,6,20,25,2,1,1
54,1379781,646,225,F,2014,2,10,15,42,3,3,1
1897,353458,3227,113,338,2016,4,4,8,14,1,1,0
20,213243,1313,61,313,2015,1,6,16,25,2,1,1
1,94090,676,19,93,2016,3,9,15,37,3,2,1
8,315951,543,121,69,2013,0,1,7,2,0,0,0
1,183466,355,48,125,2015,3,1,15,3,0,0,1
13,3210184,6453,945,703,2016,4,4,29,17,1,1,2
3,246935,783,77,538,2016,2,6,15,24,2,1,1
8,3550748,7633,350,565,2016,5,9,17,37,3,2,1
1,62027,1127,6,265,2016,3,3,17,11,1,0,1
2,208793,38,28,4,2016,5,7,16,28,2,2,1
4,388204,561,391,201,2013,5,5,11,19,1,1,1
1,148100,914,23,351,2016,1,5,17,20,1,1,1
1,665347,F,F,F,2014,6,10,12,41,3,3,1
1,3374,4,0,1,2012,0,7,16,29,2,2,1
1,35612,61,55,26,2016,0,7,18,29,2,2,1
1,2872,3,0,0,2014,3,2,13,7,0,0,1
1,167109,236,37,6,2011,4,1,28,4,0,0,2
5,177111,502,21,38,2009,0,12,14,51,0,3,1
32,3334033,5769,1161,419,2016,4,8,26,34,2,2,2
121685,251487,792,39,39,2016,3,7,14,28,2,2,1
1,60860,199,6,9,2016,3,4,21,16,1,1,2
1,419,4,0,0,2016,3,6,30,26,2,1,2
4,55354,150,17,16,2012,4,12,7,49,0,3,0
1,612141,408,147,50,2015,4,10,9,41,3,3,0
5478,8119,12,1,0,2015,2,6,24,26,2,1,2
1,503809,717,18,81,2015,0,11,23,48,3,3,2
5,347984,820,51,80,2012,2,10,17,42,3,3,1
1,145155,228,152,33,2015,3,6,25,26,2,1,2
1,57525,331,4,6,2016,2,8,17,33,2,2,1
1,65407,52,17,1,2016,3,3,10,10,1,0,0
4,52524,178,21,18,2012,1,9,11,37,3,2,1
32097,32296,1,0,0,2017,1,1,24,4,0,0,2
3,1172374,9611,328,1181,2015,1,12,1,49,0,3,0
2965,3173331,7347,1515,285,2013,1,7,30,31,2,2,2
915,2182,38,1,3,2017,1,3,21,12,1,0,2
1,155309,759,26,126,2013,0,7,15,29,2,2,1
274374,361851,1386,146,86,2015,2,12,30,53,0,3,2
3,177104,429,30,22,2015,4,6,19,25,2,1,1
195,1801055,1888,256,198,2011,2,11,2,44,3,3,0
2,864843,2284,248,86,2016,2,6,29,26,2,1,2
2,192685,819,50,235,2016,4,8,26,34,2,2,2
1,1010,18,1,2,2017,0,2,13,7,0,0,1
1,156752,879,32,63,2016,6,1,10,1,0,0,0
3,642634,662,124,43,2014,0,4,21,17,1,1,2
1,13117,40,3,5,2016,5,12,3,48,0,3,0
1,5227,42,5,7,2016,5,7,9,27,2,2,0
1,851547,10248,257,1431,2016,1,5,3,18,1,1,0
2,95225,160,23,22,2016,6,3,13,10,1,0,1
1,969806,8892,135,713,2014,5,10,18,42,3,3,1
1,103506,42,17,1,2015,1,8,4,32,2,2,0
1,53501,249,13,23,2014,0,3,3,10,1,0,0
1,128512,80,12,26,2011,1,4,5,14,1,1,0
3,552456,1807,145,157,2016,3,7,28,30,2,2,2
3,233374,332,32,25,2014,1,4,1,14,1,1,0
3,521205,1654,397,771,2016,5,6,11,23,2,1,1
1,198,1,0,0,2014,2,5,7,19,1,1,0
6,12520,27,3,1,2016,3,11,24,47,3,3,2
1,6041,18,4,1,2008,3,8,21,34,2,2,2
1,31777,77,10,8,2014,2,4,9,15,1,1,0
3,1948549,7560,410,165,2015,3,2,12,7,0,0,1
1,511559,676,140,177,2015,3,11,5,45,3,3,0
3,86445,1142,18,160,2016,6,2,21,7,0,0,2
3,227851,504,35,87,2014,3,8,14,33,2,2,1
2,7134,12,1,0,2013,1,12,3,49,0,3,0
7,376743,151,134,15,2014,5,5,3,18,1,1,0
2778,3602,19,1,0,2014,0,6,2,23,2,1,0
1,178070,578,68,27,2014,1,8,26,35,2,2,2
15,1000093,737,320,324,2012,2,9,26,39,3,2,2
13172,14848,6,1,0,2015,3,1,29,5,0,0,2
1,2044764,46672,5578,6176,2016,4,11,4,44,3,3,0
6,80596,177,43,15,2012,4,10,19,42,3,3,1
1,381011,4387,406,1457,2016,1,8,23,34,2,2,2
10,456387,1757,145,81,2013,3,10,3,40,3,3,0
6,935,6,1,2,2015,6,2,1,5,0,0,0
1,511556,10602,212,9572,2016,2,7,20,29,2,2,1
1,80815,1721,53,1636,2017,2,4,5,14,1,1,0
8,2154588,19846,371,665,2016,2,4,20,16,1,1,1
1,475426,191,104,27,2016,0,7,18,29,2,2,1
48,2564267,20005,986,3355,2016,3,8,4,31,2,2,0
1,60485,81,5,4,2015,2,11,25,48,3,3,2
1,228010,1621,113,889,2016,2,5,25,21,1,1,2
1,213732,1660,33,694,2015,6,9,13,37,3,2,1
1,540769,5161,351,406,2017,3,4,20,16,1,1,1
1,196420,2220,122,343,2016,1,9,20,38,3,2,1
3,286831,1367,91,82,2015,2,12,16,51,0,3,1
2,37700,F,F,10,2011,2,9,14,37,3,2,1
5,55031,498,43,69,2015,4,6,19,25,2,1,1
2,644606,2410,96,265,2016,0,5,2,18,1,1,0
1,17562,57,2,5,2013,3,3,21,12,1,0,2
8,413603,1123,139,61,2016,5,6,11,23,2,1,1
1,250763,320,57,5,2014,4,4,25,17,1,1,2
1,2719142,590,344,41,2014,3,2,13,7,0,0,1
3,39728,1134,5,89,2016,4,7,8,27,2,2,0
5,1345298,11168,299,9467,2015,4,9,11,37,3,2,1
45,779,7,0,0,2016,3,6,30,26,2,1,2
3,1249869,11273,466,534,2015,1,7,21,30,2,2,2
2,490,11,1,1,2013,5,4,6,14,1,1,0
1,989889,5248,286,340,2013,6,2,10,6,0,0,0
1,577506,1312,832,44,2017,5,3,11,10,1,0,1
1,2322,20,0,0,2014,0,2,3,6,0,0,0
1,46530,588,7,18,2014,3,11,27,48,3,3,2
13,218742,1094,42,54,2016,2,5,25,21,1,1,2
3,63362,268,31,83,2014,6,10,26,43,3,3,2
4,1434121,590,578,16,2015,0,1,19,4,0,0,1
1,295960,344,43,99,2016,4,4,8,14,1,1,0
1,1817,28,2,7,2013,6,4,21,16,1,1,2
1,532448,3820,257,570,2016,2,6,22,25,2,1,2
1,1640647,2330,745,748,2011,2,6,1,22,2,1,0
3,311257,522,117,46,2014,4,1,10,2,0,0,0
107,1491164,867,421,57,2014,5,12,27,52,0,3,2
3,44764,72,11,3,2014,2,4,9,15,1,1,0
1,162100,165,59,20,2013,4,2,1,5,0,0,0
2,587504,495,102,30,2015,6,7,26,30,2,2,2
3,744436,4610,753,3628,2016,5,4,2,13,1,1,0
5,18172,393,8,11,2014,1,4,1,14,1,1,0
1,113998,531,148,31,2016,3,2,18,7,0,0,1
1,29050,288,8,91,2013,6,11,17,46,3,3,1
39,1426802,28846,555,5919,2016,5,3,26,12,1,0,2
1,4124,5,4,0,2013,0,5,13,20,1,1,1
2,4125216,3044,1824,403,2017,1,1,10,2,0,0,0
12,2069382,2644,260,158,2013,0,12,30,1,0,3,2
1,952466,294,125,13,2016,5,7,16,28,2,2,1
19,744133,620,311,187,2012,4,11,30,48,3,3,2
2,75070,139,30,103,2016,2,3,30,13,1,0,2
1,229,0,0,0,2016,1,8,2,31,2,2,0
9,512820,1371,46,98,2010,5,8,21,33,2,2,2
7,2679,26,0,0,2013,0,12,23,52,0,3,2
2,15179,263,2,71,2013,5,8,17,33,2,2,1
1,18431,79,11,5,2015,2,4,22,17,1,1,2
1,26774,103,3,1,2015,4,9,18,38,3,2,1
1,34488,212,4,7,2014,5,4,26,17,1,1,2
3,51344,113,1,7,2015,5,5,9,19,1,1,0
2,1373574,11343,2141,829,2015,5,4,18,16,1,1,1
1,359980,803,113,1107,2016,2,4,6,14,1,1,0
3,1132502,5715,159,458,2014,0,10,13,42,3,3,1
107,831423,2952,244,398,2014,0,10,27,44,3,3,2
1,21505,29,9,1,2014,5,5,10,19,1,1,0
10,48004,404,34,39,2014,5,3,1,9,1,0,0
1,1655642,3790,369,1130,2017,3,1,12,2,0,0,1
1,122418,900,44,46,2015,2,12,30,53,0,3,2
1,72765,527,14,74,2015,6,4,12,15,1,1,1
4,1003094,1964,232,64,2013,0,9,16,38,3,2,1
1,25702,36,1,1,2016,4,3,11,10,1,0,1
1,538,1,0,0,2017,1,1,31,5,0,0,2
1,143576,395,23,51,2014,0,6,30,27,2,1,2
2,597,1,0,0,2016,5,10,8,40,3,3,0
3,3199,129,0,24,2016,2,9,21,38,3,2,2
3,348298,2565,110,240,2015,5,11,21,47,3,3,2
1,48364,152,40,F,2014,4,2,14,7,0,0,1
7,570179,296,94,25,2016,6,6,26,25,2,1,2
1,6979,173,7,34,2015,0,8,10,33,2,2,0
23,378682,207,49,14,2012,1,9,11,37,3,2,1
5,1115656,642,246,29,2015,0,3,23,13,1,0,2
1,3436,197,3,21,2016,0,6,6,23,2,1,0
2,17534,14,3,0,2013,0,8,12,33,2,2,1
2,8038708,6233,2485,548,2016,2,10,12,41,3,3,1
1,44109,31,11,1,2016,5,8,27,34,2,2,2
2,42183,81,15,11,2015,1,6,30,27,2,1,2
165271,232051,277,81,11,2016,2,11,2,44,3,3,0
3151,5164,27,1,1,2015,0,1,19,4,0,0,1
1,150888,64,28,8,2016,1,9,13,37,3,2,1
2,711209,632,174,F,2016,6,3,20,11,1,0,1
3,2212227,1565,189,505,2011,6,7,10,27,2,2,0
8,118292,257,15,124,2016,0,7,18,29,2,2,1
8351,55802,885,22,78,2016,4,5,27,21,1,1,2
3,486105,5510,2052,833,2016,3,9,29,39,3,2,2
25,787290,10231,250,2446,2016,4,2,19,7,0,0,1
2,519,11,0,0,2016,4,1,22,3,0,0,2
6,145649,248,27,25,2012,4,9,7,36,3,2,0
54,1605293,9868,296,788,2012,5,6,16,24,2,1,1
1,8782,39,2,2,2013,5,9,7,36,3,2,0
1674,2528,4,1,0,2015,1,10,13,42,3,3,1
4,3072356,5032,447,35,2015,3,10,8,41,3,3,0
41,232341,1133,207,120,2015,3,5,28,22,1,1,2
7,419892,636,63,23,2013,2,8,21,34,2,2,2
1,2206293,792,531,62,2013,3,10,31,44,3,3,2
3,27396,111,2,8,2013,2,7,24,30,2,2,2
1,174091,3083,61,3779,2016,0,5,16,20,1,1,1
1,643516,3308,619,289,2017,6,2,12,6,0,0,1
1,331993,824,119,159,2016,5,2,27,8,0,0,2
1,62852,105,32,12,2013,3,5,23,21,1,1,2
1,39584,842,42,126,2015,4,4,17,16,1,1,1
2,834741,2871,242,947,2015,0,9,28,40,3,2,2
2,1031633,2191,140,289,2015,2,3,25,13,1,0,2
2,15866,2,2,0,2016,5,8,20,33,2,2,1
199,5010956,2476,1053,92,2012,5,5,12,19,1,1,1
11,153898,880,68,232,2015,4,6,26,26,2,1,2
1,371858,1751,184,989,2016,4,4,22,16,1,1,2
2,296716,1239,69,17,2016,3,3,3,9,1,0,0
1,30367,97,2,8,2009,0,11,30,49,3,3,2
1,161844,458,24,31,2014,4,12,5,49,0,3,0
